,Position,Track Name,Artist,Streams,URL,Song ID,index,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
159,160,Location,Khalid,1800369,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif,152lZdxL1OR0ZMW6KquMif,9,0.33,https://api.spotify.com/v1/audio-analysis/152lZdxL1OR0ZMW6KquMif,0.736,219080,0.449,152lZdxL1OR0ZMW6KquMif,0.000162,1,0.0898,-11.462,0,0.425,80.126,4,https://api.spotify.com/v1/tracks/152lZdxL1OR0ZMW6KquMif,audio_features,spotify:track:152lZdxL1OR0ZMW6KquMif,0.326
160,161,Nice For What,Drake,1795800,https://open.spotify.com/track/3CA9pLiwRIGtUBiMjbZmRw,3CA9pLiwRIGtUBiMjbZmRw,10,0.0891,https://api.spotify.com/v1/audio-analysis/3CA9pLiwRIGtUBiMjbZmRw,0.586,210747,0.909,3CA9pLiwRIGtUBiMjbZmRw,0.000109,8,0.119,-6.474,1,0.0705,93.394,4,https://api.spotify.com/v1/tracks/3CA9pLiwRIGtUBiMjbZmRw,audio_features,spotify:track:3CA9pLiwRIGtUBiMjbZmRw,0.757
161,162,"Never Recover (Lil Baby & Gunna, Drake)",Lil Baby,1793363,https://open.spotify.com/track/6wWaVoUOzLQJHd3bWAUpdZ,6wWaVoUOzLQJHd3bWAUpdZ,11,0.0716,https://api.spotify.com/v1/audio-analysis/6wWaVoUOzLQJHd3bWAUpdZ,0.757,194732,0.69,6wWaVoUOzLQJHd3bWAUpdZ,0.0,1,0.192,-5.327,0,0.282,132.064,4,https://api.spotify.com/v1/tracks/6wWaVoUOzLQJHd3bWAUpdZ,audio_features,spotify:track:6wWaVoUOzLQJHd3bWAUpdZ,0.914
162,163,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",YG,1790257,https://open.spotify.com/track/0ZNrc4kNeQYD9koZ3KvCsy,0ZNrc4kNeQYD9koZ3KvCsy,12,0.00552,https://api.spotify.com/v1/audio-analysis/0ZNrc4kNeQYD9koZ3KvCsy,0.745,237240,0.346,0ZNrc4kNeQYD9koZ3KvCsy,0.0,1,0.0881,-7.709,1,0.331,203.911,4,https://api.spotify.com/v1/tracks/0ZNrc4kNeQYD9koZ3KvCsy,audio_features,spotify:track:0ZNrc4kNeQYD9koZ3KvCsy,0.112
163,164,Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION,1788133,https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh,2LskIZrCeLxRvCiGP8gxlh,13,0.0302,https://api.spotify.com/v1/audio-analysis/2LskIZrCeLxRvCiGP8gxlh,0.703,198903,0.723,2LskIZrCeLxRvCiGP8gxlh,2.06e-06,9,0.126,-5.45,0,0.0412,104.969,4,https://api.spotify.com/v1/tracks/2LskIZrCeLxRvCiGP8gxlh,audio_features,spotify:track:2LskIZrCeLxRvCiGP8gxlh,0.288
164,165,Mine,Bazzi,1784798,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR,7uzmGiiJyRfuViKKK3lVmR,14,0.0161,https://api.spotify.com/v1/audio-analysis/7uzmGiiJyRfuViKKK3lVmR,0.71,131064,0.789,7uzmGiiJyRfuViKKK3lVmR,2.77e-06,4,0.451,-3.874,1,0.0722,142.929,4,https://api.spotify.com/v1/tracks/7uzmGiiJyRfuViKKK3lVmR,audio_features,spotify:track:7uzmGiiJyRfuViKKK3lVmR,0.717
165,166,Lost In Japan,Shawn Mendes,1780575,https://open.spotify.com/track/79esEXlqqmq0GPz0xQSZTV,79esEXlqqmq0GPz0xQSZTV,15,0.255,https://api.spotify.com/v1/audio-analysis/79esEXlqqmq0GPz0xQSZTV,0.713,201200,0.738,79esEXlqqmq0GPz0xQSZTV,0.0,10,0.106,-6.784,1,0.374,105.027,4,https://api.spotify.com/v1/tracks/79esEXlqqmq0GPz0xQSZTV,audio_features,spotify:track:79esEXlqqmq0GPz0xQSZTV,0.425
166,167,Demons and Angels (feat. Juice WRLD),A Boogie Wit da Hoodie,1776185,https://open.spotify.com/track/3L19besdNQzd342qL78xqm,3L19besdNQzd342qL78xqm,16,0.0114,https://api.spotify.com/v1/audio-analysis/3L19besdNQzd342qL78xqm,0.81,214593,0.55,3L19besdNQzd342qL78xqm,5.69e-06,2,0.107,-7.46,0,0.17,76.503,4,https://api.spotify.com/v1/tracks/3L19besdNQzd342qL78xqm,audio_features,spotify:track:3L19besdNQzd342qL78xqm,0.183
167,168,Kamikaze,Lil Mosey,1773878,https://open.spotify.com/track/1iPBD72u3nAyFEeardYuBV,1iPBD72u3nAyFEeardYuBV,17,0.301,https://api.spotify.com/v1/audio-analysis/1iPBD72u3nAyFEeardYuBV,0.792,139200,0.571,1iPBD72u3nAyFEeardYuBV,0.0,8,0.1,-7.539,0,0.094,99.999,4,https://api.spotify.com/v1/tracks/1iPBD72u3nAyFEeardYuBV,audio_features,spotify:track:1iPBD72u3nAyFEeardYuBV,0.556
168,169,Topanga,Trippie Redd,1766425,https://open.spotify.com/track/5aXgz1oKK8Q9z9xvTmSnrO,5aXgz1oKK8Q9z9xvTmSnrO,18,0.00587,https://api.spotify.com/v1/audio-analysis/5aXgz1oKK8Q9z9xvTmSnrO,0.755,215364,0.615,5aXgz1oKK8Q9z9xvTmSnrO,1.75e-06,4,0.109,-8.245,1,0.0454,105.955,4,https://api.spotify.com/v1/tracks/5aXgz1oKK8Q9z9xvTmSnrO,audio_features,spotify:track:5aXgz1oKK8Q9z9xvTmSnrO,0.039
169,170,Love Lies (with Normani),Khalid,1763199,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk,45Egmo7icyopuzJN0oMEdk,19,0.0956,https://api.spotify.com/v1/audio-analysis/45Egmo7icyopuzJN0oMEdk,0.708,201707,0.648,45Egmo7icyopuzJN0oMEdk,0.0,6,0.134,-5.626,1,0.0449,143.955,4,https://api.spotify.com/v1/tracks/45Egmo7icyopuzJN0oMEdk,audio_features,spotify:track:45Egmo7icyopuzJN0oMEdk,0.338
170,171,Be Like Me (feat. Lil Wayne),Lil Pump,1760158,https://open.spotify.com/track/6flur5o18COKeafnjLHRiJ,6flur5o18COKeafnjLHRiJ,20,0.00335,https://api.spotify.com/v1/audio-analysis/6flur5o18COKeafnjLHRiJ,0.948,240000,0.396,6flur5o18COKeafnjLHRiJ,0.0,5,0.192,-8.08,0,0.173,104.006,4,https://api.spotify.com/v1/tracks/6flur5o18COKeafnjLHRiJ,audio_features,spotify:track:6flur5o18COKeafnjLHRiJ,0.593
171,172,Lust,Lil Skies,1759557,https://open.spotify.com/track/7oJrVhiTPZGBXWPwhxjy9S,7oJrVhiTPZGBXWPwhxjy9S,21,0.138,https://api.spotify.com/v1/audio-analysis/7oJrVhiTPZGBXWPwhxjy9S,0.718,156000,0.767,7oJrVhiTPZGBXWPwhxjy9S,0.0,9,0.114,-5.641,1,0.166,160.084,4,https://api.spotify.com/v1/tracks/7oJrVhiTPZGBXWPwhxjy9S,audio_features,spotify:track:7oJrVhiTPZGBXWPwhxjy9S,0.519
172,173,TAlk tO Me (with Rich The Kid feat. Lil Wayne) - Remix,Tory Lanez,1753274,https://open.spotify.com/track/51w9Jbat1pLeWINGCpnQUR,51w9Jbat1pLeWINGCpnQUR,22,0.0226,https://api.spotify.com/v1/audio-analysis/51w9Jbat1pLeWINGCpnQUR,0.698,248521,0.66,51w9Jbat1pLeWINGCpnQUR,0.0,0,0.0622,-7.883,1,0.052,159.949,4,https://api.spotify.com/v1/tracks/51w9Jbat1pLeWINGCpnQUR,audio_features,spotify:track:51w9Jbat1pLeWINGCpnQUR,0.451
173,174,First Off (feat. Travis Scott),Future,1744340,https://open.spotify.com/track/3WRIaWsws011vHMd9uzPjG,3WRIaWsws011vHMd9uzPjG,23,0.013,https://api.spotify.com/v1/audio-analysis/3WRIaWsws011vHMd9uzPjG,0.734,228367,0.683,3WRIaWsws011vHMd9uzPjG,0.0,1,0.28,-6.105,1,0.0776,162.038,4,https://api.spotify.com/v1/tracks/3WRIaWsws011vHMd9uzPjG,audio_features,spotify:track:3WRIaWsws011vHMd9uzPjG,0.445
174,175,Worth It,YK Osiris,1735770,https://open.spotify.com/track/4XiGKQqbmnMVxDzUj6j3f2,4XiGKQqbmnMVxDzUj6j3f2,24,0.468,https://api.spotify.com/v1/audio-analysis/4XiGKQqbmnMVxDzUj6j3f2,0.764,189253,0.528,4XiGKQqbmnMVxDzUj6j3f2,0.0,5,0.0811,-4.082,0,0.0588,123.936,5,https://api.spotify.com/v1/tracks/4XiGKQqbmnMVxDzUj6j3f2,audio_features,spotify:track:4XiGKQqbmnMVxDzUj6j3f2,0.422
175,176,monster,21 Savage,1735511,https://open.spotify.com/track/2FUNBaa5DwItJtYEBgAblU,2FUNBaa5DwItJtYEBgAblU,25,0.158,https://api.spotify.com/v1/audio-analysis/2FUNBaa5DwItJtYEBgAblU,0.89,233040,0.607,2FUNBaa5DwItJtYEBgAblU,0.000228,9,0.118,-6.916,0,0.124,134.022,4,https://api.spotify.com/v1/tracks/2FUNBaa5DwItJtYEBgAblU,audio_features,spotify:track:2FUNBaa5DwItJtYEBgAblU,0.224
176,177,Wasted (feat. Lil Uzi Vert),Juice WRLD,1719742,https://open.spotify.com/track/1a7WZZZH7LzyvorhpOJFTe,1a7WZZZH7LzyvorhpOJFTe,26,0.0381,https://api.spotify.com/v1/audio-analysis/1a7WZZZH7LzyvorhpOJFTe,0.742,258475,0.579,1a7WZZZH7LzyvorhpOJFTe,0.0,0,0.0952,-5.024,1,0.202,144.994,4,https://api.spotify.com/v1/tracks/1a7WZZZH7LzyvorhpOJFTe,audio_features,spotify:track:1a7WZZZH7LzyvorhpOJFTe,0.502
177,178,Nowadays (feat. Landon Cube),Lil Skies,1709142,https://open.spotify.com/track/2u7mxWSeoqTXndK5e08jMp,2u7mxWSeoqTXndK5e08jMp,27,0.157,https://api.spotify.com/v1/audio-analysis/2u7mxWSeoqTXndK5e08jMp,0.745,203908,0.646,2u7mxWSeoqTXndK5e08jMp,0.0,6,0.338,-6.987,0,0.17,79.993,4,https://api.spotify.com/v1/tracks/2u7mxWSeoqTXndK5e08jMp,audio_features,spotify:track:2u7mxWSeoqTXndK5e08jMp,0.46
178,179,Pimpin Ain't Eazy,Kodak Black,1708979,https://open.spotify.com/track/5FxKZ4IajYIRDjAWAboiB4,5FxKZ4IajYIRDjAWAboiB4,28,0.311,https://api.spotify.com/v1/audio-analysis/5FxKZ4IajYIRDjAWAboiB4,0.644,177000,0.501,5FxKZ4IajYIRDjAWAboiB4,0.0,0,0.106,-8.959,1,0.492,129.828,4,https://api.spotify.com/v1/tracks/5FxKZ4IajYIRDjAWAboiB4,audio_features,spotify:track:5FxKZ4IajYIRDjAWAboiB4,0.173
179,180,The Middle,Zedd,1706934,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc,09IStsImFySgyp0pIQdqAc,29,0.171,https://api.spotify.com/v1/audio-analysis/09IStsImFySgyp0pIQdqAc,0.753,184732,0.657,09IStsImFySgyp0pIQdqAc,0.0,7,0.112,-3.061,1,0.0449,107.01,4,https://api.spotify.com/v1/tracks/09IStsImFySgyp0pIQdqAc,audio_features,spotify:track:09IStsImFySgyp0pIQdqAc,0.437
180,181,1400 / 999 Freestyle,Trippie Redd,1704725,https://open.spotify.com/track/75lcPkAkUsKWHGBlGM476R,75lcPkAkUsKWHGBlGM476R,30,0.0079,https://api.spotify.com/v1/audio-analysis/75lcPkAkUsKWHGBlGM476R,0.825,175954,0.572,75lcPkAkUsKWHGBlGM476R,0.0,6,0.113,-6.067,0,0.0864,141.991,4,https://api.spotify.com/v1/tracks/75lcPkAkUsKWHGBlGM476R,audio_features,spotify:track:75lcPkAkUsKWHGBlGM476R,0.568
181,182,Plug Walk,Rich The Kid,1695807,https://open.spotify.com/track/1ZAyjvIk9YiD76yYy0TEG6,1ZAyjvIk9YiD76yYy0TEG6,31,0.202,https://api.spotify.com/v1/audio-analysis/1ZAyjvIk9YiD76yYy0TEG6,0.876,175230,0.519,1ZAyjvIk9YiD76yYy0TEG6,0.0,11,0.108,-6.531,1,0.143,94.981,4,https://api.spotify.com/v1/tracks/1ZAyjvIk9YiD76yYy0TEG6,audio_features,spotify:track:1ZAyjvIk9YiD76yYy0TEG6,0.158
182,183,Candy Paint,Post Malone,1692593,https://open.spotify.com/track/32lItqlMi4LBhb4k0BaSaC,32lItqlMi4LBhb4k0BaSaC,32,0.627,https://api.spotify.com/v1/audio-analysis/32lItqlMi4LBhb4k0BaSaC,0.67,227533,0.654,32lItqlMi4LBhb4k0BaSaC,1.02e-06,4,0.071,-5.944,1,0.153,180.024,4,https://api.spotify.com/v1/tracks/32lItqlMi4LBhb4k0BaSaC,audio_features,spotify:track:32lItqlMi4LBhb4k0BaSaC,0.438
183,184,Slime Belief,YoungBoy Never Broke Again,1691643,https://open.spotify.com/track/2qGfZAgDe1pV2y5xJAhi6R,2qGfZAgDe1pV2y5xJAhi6R,33,0.257,https://api.spotify.com/v1/audio-analysis/2qGfZAgDe1pV2y5xJAhi6R,0.748,192606,0.578,2qGfZAgDe1pV2y5xJAhi6R,0.0,9,0.13,-5.72,1,0.194,140.016,4,https://api.spotify.com/v1/tracks/2qGfZAgDe1pV2y5xJAhi6R,audio_features,spotify:track:2qGfZAgDe1pV2y5xJAhi6R,0.166
184,185,Act Up,City Girls,1676709,https://open.spotify.com/track/4eIT2gZ0WZyJpgfmoD6saJ,4eIT2gZ0WZyJpgfmoD6saJ,34,0.0171,https://api.spotify.com/v1/audio-analysis/4eIT2gZ0WZyJpgfmoD6saJ,0.938,158332,0.638,4eIT2gZ0WZyJpgfmoD6saJ,0.0,8,0.111,-4.696,1,0.188,97.07,4,https://api.spotify.com/v1/tracks/4eIT2gZ0WZyJpgfmoD6saJ,audio_features,spotify:track:4eIT2gZ0WZyJpgfmoD6saJ,0.313
185,186,Lucky You (feat. Joyner Lucas),Eminem,1672310,https://open.spotify.com/track/60SdxE8apGAxMiRrpbmLY0,60SdxE8apGAxMiRrpbmLY0,35,0.0627,https://api.spotify.com/v1/audio-analysis/60SdxE8apGAxMiRrpbmLY0,0.876,244679,0.786,60SdxE8apGAxMiRrpbmLY0,0.0,10,0.127,-4.884,0,0.306,153.068,4,https://api.spotify.com/v1/tracks/60SdxE8apGAxMiRrpbmLY0,audio_features,spotify:track:60SdxE8apGAxMiRrpbmLY0,0.575
186,187,Walk,Comethazine,1666559,https://open.spotify.com/track/21kOVEG3bDCVphKhXL8XmQ,21kOVEG3bDCVphKhXL8XmQ,36,0.221,https://api.spotify.com/v1/audio-analysis/21kOVEG3bDCVphKhXL8XmQ,0.831,96064,0.795,21kOVEG3bDCVphKhXL8XmQ,0.0,1,0.291,-6.186,1,0.264,160.063,4,https://api.spotify.com/v1/tracks/21kOVEG3bDCVphKhXL8XmQ,audio_features,spotify:track:21kOVEG3bDCVphKhXL8XmQ,0.744
187,188,Walk Me Home,P!nk,1662642,https://open.spotify.com/track/7DHApOHsIFo7EyfieArYGE,7DHApOHsIFo7EyfieArYGE,37,0.0519,https://api.spotify.com/v1/audio-analysis/7DHApOHsIFo7EyfieArYGE,0.652,177391,0.453,7DHApOHsIFo7EyfieArYGE,0.0,1,0.179,-6.119,1,0.0445,88.038,3,https://api.spotify.com/v1/tracks/7DHApOHsIFo7EyfieArYGE,audio_features,spotify:track:7DHApOHsIFo7EyfieArYGE,0.432
188,189,Close Friends (Lil Baby & Gunna),Lil Baby,1658423,https://open.spotify.com/track/5nzhL67GpF9szXWg5y509A,5nzhL67GpF9szXWg5y509A,38,0.044,https://api.spotify.com/v1/audio-analysis/5nzhL67GpF9szXWg5y509A,0.665,203881,0.585,5nzhL67GpF9szXWg5y509A,0.0,10,0.0789,-5.077,0,0.366,158.953,4,https://api.spotify.com/v1/tracks/5nzhL67GpF9szXWg5y509A,audio_features,spotify:track:5nzhL67GpF9szXWg5y509A,0.658
189,190,CAN'T SAY,Travis Scott,1632944,https://open.spotify.com/track/27a1mYSG5tYg7dmEjWBcmL,27a1mYSG5tYg7dmEjWBcmL,39,0.201,https://api.spotify.com/v1/audio-analysis/27a1mYSG5tYg7dmEjWBcmL,0.702,198408,0.708,27a1mYSG5tYg7dmEjWBcmL,0.0,10,0.118,-5.366,0,0.0547,147.98,4,https://api.spotify.com/v1/tracks/27a1mYSG5tYg7dmEjWBcmL,audio_features,spotify:track:27a1mYSG5tYg7dmEjWBcmL,0.713
190,191,How Did I Get Here (feat. J. Cole),Offset,1624494,https://open.spotify.com/track/32iPykTXUNZ9oGyACGUybq,32iPykTXUNZ9oGyACGUybq,40,0.507,https://api.spotify.com/v1/audio-analysis/32iPykTXUNZ9oGyACGUybq,0.883,276794,0.544,32iPykTXUNZ9oGyACGUybq,1.6e-06,2,0.08,-7.92,1,0.233,129.993,4,https://api.spotify.com/v1/tracks/32iPykTXUNZ9oGyACGUybq,audio_features,spotify:track:32iPykTXUNZ9oGyACGUybq,0.114
191,192,Stay Flo,Solange,1619892,https://open.spotify.com/track/6GCIYIWUBSLontW6divqsw,6GCIYIWUBSLontW6divqsw,41,0.397,https://api.spotify.com/v1/audio-analysis/6GCIYIWUBSLontW6divqsw,0.823,175707,0.558,6GCIYIWUBSLontW6divqsw,2.03e-05,9,0.0821,-7.119,1,0.0278,155.974,4,https://api.spotify.com/v1/tracks/6GCIYIWUBSLontW6divqsw,audio_features,spotify:track:6GCIYIWUBSLontW6divqsw,0.674
192,193,Twerk (feat. Cardi B),City Girls,1616466,https://open.spotify.com/track/4DyBx5MYoq8RsU33cEAIxT,4DyBx5MYoq8RsU33cEAIxT,42,0.122,https://api.spotify.com/v1/audio-analysis/4DyBx5MYoq8RsU33cEAIxT,0.788,166476,0.841,4DyBx5MYoq8RsU33cEAIxT,0.0011,4,0.166,-4.006,0,0.143,190.089,4,https://api.spotify.com/v1/tracks/4DyBx5MYoq8RsU33cEAIxT,audio_features,spotify:track:4DyBx5MYoq8RsU33cEAIxT,0.493
193,194,Giant (with Rag'n'Bone Man),Calvin Harris,1616250,https://open.spotify.com/track/5itOtNx0WxtJmi1TQ3RuRd,5itOtNx0WxtJmi1TQ3RuRd,43,0.016,https://api.spotify.com/v1/audio-analysis/5itOtNx0WxtJmi1TQ3RuRd,0.807,229184,0.887,5itOtNx0WxtJmi1TQ3RuRd,0.000503,1,0.0811,-4.311,0,0.0361,122.015,4,https://api.spotify.com/v1/tracks/5itOtNx0WxtJmi1TQ3RuRd,audio_features,spotify:track:5itOtNx0WxtJmi1TQ3RuRd,0.606
194,195,Say You Won't Let Go,James Arthur,1608352,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,5uCax9HTNlzGybIStD3vDh,44,0.695,https://api.spotify.com/v1/audio-analysis/5uCax9HTNlzGybIStD3vDh,0.358,211467,0.557,5uCax9HTNlzGybIStD3vDh,0.0,10,0.0902,-7.398,1,0.059,85.043,4,https://api.spotify.com/v1/tracks/5uCax9HTNlzGybIStD3vDh,audio_features,spotify:track:5uCax9HTNlzGybIStD3vDh,0.494
195,196,Look At Me!,XXXTENTACION,1605800,https://open.spotify.com/track/6eYxmK9fdL4hwLnXG2zY3s,6eYxmK9fdL4hwLnXG2zY3s,45,0.259,https://api.spotify.com/v1/audio-analysis/6eYxmK9fdL4hwLnXG2zY3s,0.763,126346,0.726,6eYxmK9fdL4hwLnXG2zY3s,0.0,1,0.0976,-6.405,1,0.282,139.059,4,https://api.spotify.com/v1/tracks/6eYxmK9fdL4hwLnXG2zY3s,audio_features,spotify:track:6eYxmK9fdL4hwLnXG2zY3s,0.349
196,197,Ok 4 Now,Lil Skies,1604843,https://open.spotify.com/track/0k7Qyc2J6cUryNNhf0pPEL,0k7Qyc2J6cUryNNhf0pPEL,46,0.103,https://api.spotify.com/v1/audio-analysis/0k7Qyc2J6cUryNNhf0pPEL,0.66,164624,0.544,0k7Qyc2J6cUryNNhf0pPEL,0.000564,11,0.111,-9.44,0,0.06,140.103,4,https://api.spotify.com/v1/tracks/0k7Qyc2J6cUryNNhf0pPEL,audio_features,spotify:track:0k7Qyc2J6cUryNNhf0pPEL,0.313
197,198,Trip,Ella Mai,1601397,https://open.spotify.com/track/6CTWathupIiDs7U4InHnDA,6CTWathupIiDs7U4InHnDA,47,0.225,https://api.spotify.com/v1/audio-analysis/6CTWathupIiDs7U4InHnDA,0.477,213993,0.61,6CTWathupIiDs7U4InHnDA,0.0,11,0.107,-5.628,0,0.144,79.882,4,https://api.spotify.com/v1/tracks/6CTWathupIiDs7U4InHnDA,audio_features,spotify:track:6CTWathupIiDs7U4InHnDA,0.358
198,199,Year 3000,Jonas Brothers,1598665,https://open.spotify.com/track/3OB5BAGCGtnEYHRh7B6UH9,3OB5BAGCGtnEYHRh7B6UH9,48,0.00503,https://api.spotify.com/v1/audio-analysis/3OB5BAGCGtnEYHRh7B6UH9,0.657,201347,0.854,3OB5BAGCGtnEYHRh7B6UH9,0.0,11,0.435,-5.819,1,0.0454,106.964,4,https://api.spotify.com/v1/tracks/3OB5BAGCGtnEYHRh7B6UH9,audio_features,spotify:track:3OB5BAGCGtnEYHRh7B6UH9,0.743
199,200,Black & White,Juice WRLD,1597079,https://open.spotify.com/track/1fCeXjoRExPP2qwSBh2aST,1fCeXjoRExPP2qwSBh2aST,49,0.0802,https://api.spotify.com/v1/audio-analysis/1fCeXjoRExPP2qwSBh2aST,0.776,186945,0.736,1fCeXjoRExPP2qwSBh2aST,0.0,7,0.159,-4.612,1,0.247,147.946,4,https://api.spotify.com/v1/tracks/1fCeXjoRExPP2qwSBh2aST,audio_features,spotify:track:1fCeXjoRExPP2qwSBh2aST,0.233
